,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
1420,677.0,France,Male,38,4,0.0,2,1,0,187800.63,0
1421,771.0,France,Male,32,5,62321.62,1,1,1,40920.59,0
1422,601.0,Germany,Female,48,8,120782.7,1,1,0,63940.68,1
1423,670.0,France,Female,42,1,115961.58,2,0,1,29483.87,0
1424,517.0,France,Male,28,2,115062.61,1,1,0,179056.23,0
1425,834.0,France,Female,49,8,160602.25,2,1,0,129273.94,0
1426,571.0,France,Female,42,4,108825.34,3,1,0,55558.51,1
1427,576.0,Germany,Female,36,8,166287.85,1,1,1,23305.85,0
1428,718.0,France,Female,31,1,152663.77,1,0,1,17128.64,0
1429,636.0,Germany,Female,31,9,80844.69,2,1,1,74641.9,0
1430,566.0,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
1431,711.0,France,Male,64,4,0.0,2,1,1,3185.67,0
1432,574.0,France,Female,39,2,122524.61,2,1,0,88463.63,0
1433,619.0,France,Female,35,8,132292.63,1,1,0,65682.93,0
1434,588.0,France,Female,24,0,0.0,2,1,1,140586.08,0
1435,760.0,Germany,Female,49,9,91502.99,1,1,0,117232.9,1
1436,665.0,France,Male,52,3,0.0,1,1,0,116137.01,1
1437,739.0,Germany,Male,29,3,59385.98,2,1,1,105533.96,0
1438,641.0,France,Male,77,9,0.0,3,1,1,81514.06,0
1439,685.0,Germany,Female,21,6,97956.5,1,1,1,164966.27,0
1440,594.0,France,Female,49,4,0.0,2,1,1,23631.55,0
1441,557.0,Spain,Female,40,4,0.0,2,0,1,105433.53,0
1442,697.0,France,Male,27,8,141223.68,2,1,0,90591.15,0
1443,656.0,France,Male,18,10,151762.74,1,0,1,127014.32,0
1444,712.0,Germany,Male,43,1,141749.74,2,0,1,90905.26,0
1445,689.0,Spain,Male,38,5,75075.14,1,1,1,8651.92,1
1446,697.0,France,Female,25,4,165686.11,2,1,0,15467.98,0
1447,589.0,France,Male,38,2,0.0,1,1,0,79915.28,0
1448,525.0,Spain,Female,25,10,0.0,2,1,0,69361.95,0
1449,680.0,France,Male,44,3,0.0,2,1,0,86935.08,0
1450,617.0,France,Female,28,0,0.0,2,1,1,7597.83,1
1451,680.0,France,Male,32,5,92961.61,1,1,0,116957.6,0
1452,662.0,Spain,Female,30,9,0.0,2,0,1,157884.83,0
1453,736.0,Germany,Male,46,5,130812.91,1,1,1,77981.54,1
1454,657.0,Germany,Male,57,8,107174.58,1,1,1,126369.55,1
1455,384.5,Spain,Male,54,1,152677.48,1,1,1,191973.49,1
1456,617.0,France,Male,30,3,132005.77,1,1,0,142940.39,0
1457,562.0,France,Male,35,7,0.0,1,0,0,48869.67,0
1458,705.0,Spain,Female,23,5,0.0,2,1,1,73131.73,0
1459,516.0,France,Female,33,7,127305.5,1,1,1,120037.36,0
1460,573.0,France,Female,37,6,0.0,2,1,0,193995.37,0
1461,538.0,Spain,Female,31,0,0.0,2,0,0,179453.66,0
1462,699.0,France,Male,39,9,0.0,1,1,0,80963.92,0
1463,504.0,Germany,Male,32,8,170291.22,2,0,1,15658.99,0
1464,583.0,Spain,Male,47,5,102562.23,1,1,0,92708.1,0
1465,712.0,Spain,Male,53,2,111061.01,2,0,0,26542.17,0
1466,631.0,France,Female,34,4,124379.14,1,1,0,106892.91,0
1467,663.0,France,Female,37,7,0.0,1,1,1,185210.63,0
1468,570.0,Germany,Female,50,5,129293.74,1,1,0,177805.44,1
1469,703.0,France,Female,45,7,0.0,2,1,1,68831.72,0
1470,698.0,Germany,Female,40,8,150777.1,1,1,0,114732.62,0
1471,731.0,Spain,Male,41,4,0.0,2,1,0,22299.27,0
1472,625.0,France,Male,34,6,0.0,2,0,0,197283.2,0
1473,616.0,France,Male,59,5,153861.1,1,1,1,17699.48,0
1474,500.0,France,Male,56,1,100374.58,1,1,0,118490.8,1
1475,446.0,France,Male,32,8,0.0,2,0,0,133292.94,0
1476,669.0,France,Female,47,9,61196.54,1,1,0,58170.24,0
1477,581.0,Germany,Male,31,6,116891.72,1,1,0,107137.3,0
1478,704.0,Germany,Female,54,6,133656.91,3,1,0,145071.33,1
1479,748.0,France,Male,44,2,92911.52,1,0,1,85495.24,0
1480,680.0,Spain,Female,31,9,119825.75,2,1,1,101139.3,0
1481,655.0,France,Female,37,7,111852.84,2,1,0,10511.13,0
1482,690.0,Germany,Male,32,0,106683.52,2,1,1,137916.49,0
1483,695.0,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
1484,700.0,Germany,Female,40,4,148571.07,1,1,0,189826.96,1
1485,773.0,France,Male,52,4,0.0,1,0,1,144113.42,0
1486,749.0,France,Male,42,1,129776.72,2,0,1,143538.51,0
1487,611.0,France,Female,46,5,0.0,1,1,0,77677.14,1
1488,606.0,Spain,Female,46,8,0.0,2,1,1,183717.94,0
1489,554.0,France,Male,24,10,0.0,1,0,0,92180.62,0
1490,567.0,France,Female,37,7,0.0,2,1,1,28690.9,0
1491,559.0,Spain,Male,24,3,114739.92,1,1,0,85891.02,1
1492,594.0,Germany,Male,41,2,122545.65,2,1,1,42050.24,0
1493,513.0,France,Female,37,6,0.0,2,1,0,110142.34,0
1494,652.0,Germany,Female,26,1,131908.35,1,1,1,179269.79,0
1495,680.0,Germany,Female,42,7,105722.69,1,1,1,90558.24,1
1496,784.0,Spain,Male,33,10,0.0,2,1,0,162022.47,0
1497,784.0,Spain,Female,40,8,0.0,2,1,0,108891.3,0
1498,570.0,France,Female,18,4,82767.42,1,1,0,71811.9,0
1499,712.0,France,Female,42,1,87842.98,1,0,0,92223.59,0
1500,705.0,Spain,Male,39,6,133261.13,1,1,1,78065.9,0
1501,681.0,Spain,Female,32,3,0.0,2,1,1,59679.9,0
1502,711.0,France,Male,52,5,0.0,1,1,1,159808.95,0
1503,613.0,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
1504,682.0,Spain,Male,36,5,0.0,2,1,1,147758.51,0
1505,850.0,Spain,Male,37,4,137204.77,1,1,1,28865.59,0
1506,601.0,France,Female,41,1,0.0,2,0,1,160607.06,0
1507,675.0,Spain,Male,36,3,54098.18,2,0,1,54478.52,0
1508,591.0,Spain,Male,31,8,0.0,1,1,1,141677.33,0
1509,602.0,France,Male,23,7,113758.48,2,0,0,84077.6,0
1510,554.0,Spain,Female,34,8,0.0,1,0,1,106981.03,0
1511,541.0,France,Male,37,9,118636.92,1,1,1,73551.44,0
1512,506.0,France,Male,34,7,0.0,2,0,0,115842.1,0
1513,814.0,Germany,Male,44,8,95488.82,2,0,0,107013.59,0
1514,683.0,France,Male,30,8,110829.52,2,0,0,24938.84,0
1515,485.0,Germany,Male,51,7,144244.59,2,1,0,51113.14,0
1516,696.0,Germany,Female,31,8,122021.92,2,1,0,33828.64,0
1517,608.0,France,Female,30,8,0.0,2,1,0,128875.86,0
1518,792.0,France,Male,50,9,0.0,4,1,1,194700.81,1
1519,686.0,Spain,Male,22,5,0.0,2,1,0,158974.45,0
1520,654.0,France,Female,29,4,96974.97,1,0,1,141404.07,0
1521,452.0,France,Male,35,4,148172.44,1,1,1,4175.68,0
1522,719.0,Spain,Male,38,0,0.0,1,1,0,126876.47,0
1523,707.0,France,Female,40,5,0.0,2,1,0,41052.82,0
1524,699.0,France,Female,49,2,0.0,1,0,0,105760.01,0
1525,828.0,Spain,Male,28,8,134766.85,1,1,0,79355.87,0
1526,850.0,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
1527,712.0,Spain,Male,47,1,139887.01,1,1,1,95719.73,0
1528,634.0,France,Male,44,9,149961.11,1,1,0,57121.51,0
1529,730.0,Germany,Male,45,6,152880.97,1,0,0,162478.11,0
1530,685.0,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
1531,809.0,Spain,Male,33,9,0.0,1,1,1,124045.65,0
1532,707.0,Spain,Female,35,3,56674.48,1,1,0,17987.4,1
1533,760.0,Spain,Female,57,1,0.0,2,1,1,25101.17,0
1534,805.0,Germany,Female,33,3,105663.56,2,0,1,33330.89,0
1535,585.0,France,Female,39,7,0.0,2,1,0,2401.26,0
1536,595.0,Spain,Female,30,5,100683.54,1,1,1,178361.04,0
1537,630.0,France,Male,42,6,0.0,2,1,0,162697.93,0
1538,627.0,Germany,Male,29,5,139541.58,2,1,0,80607.33,0
1539,631.0,Germany,Female,37,2,121801.72,2,0,1,23146.62,0
1540,776.0,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
1541,676.0,Spain,Female,36,4,0.0,2,1,1,3173.31,0
1542,758.0,Spain,Female,40,5,93499.82,2,0,0,123218.81,0
1543,637.0,France,Male,33,0,132255.99,2,0,1,74588.41,0
1544,850.0,France,Male,20,7,0.0,2,1,0,31288.77,0
1545,614.0,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
1546,672.0,Germany,Female,21,3,165878.76,2,1,1,164537.17,0
1547,642.0,France,Male,30,8,117494.27,1,0,0,61977.82,0
1548,633.0,Germany,Female,29,0,138577.34,1,1,0,193362.99,0
1549,769.0,Spain,Male,39,9,0.0,1,1,1,47722.79,0
1550,715.0,France,Male,23,7,139224.92,2,1,0,65057.71,0
1551,695.0,France,Female,42,7,121453.63,1,0,0,46374.64,0
1552,584.0,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
1553,850.0,France,Female,39,7,79259.99,1,0,1,186910.74,0
1554,529.0,France,Male,30,2,116295.29,1,1,0,75285.47,0
1555,584.0,Spain,Female,59,1,0.0,1,0,1,130260.11,1
1556,586.0,Germany,Male,34,9,74309.81,1,1,0,15034.93,0
1557,674.0,Germany,Male,34,2,152797.9,1,1,0,175709.4,1
1558,552.0,France,Male,42,9,133701.07,2,1,0,101069.71,1
1559,601.0,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
1560,541.0,France,Male,29,7,127504.57,1,0,0,86173.92,0
1561,744.0,Germany,Female,41,2,84113.41,1,1,0,197548.63,0
1562,595.0,Spain,Female,23,10,101126.66,2,0,0,37042.8,0
1563,724.0,Germany,Male,33,5,103564.83,2,1,0,121085.72,0
1564,533.0,Spain,Female,52,7,0.0,1,0,1,194113.99,1
1565,618.0,France,Male,37,2,168178.21,2,0,1,101273.23,0
1566,642.0,Germany,Female,30,5,129753.69,1,1,0,582.53,0
1567,584.0,France,Male,35,9,0.0,2,1,0,192381.21,0
1568,521.0,France,Male,38,5,110641.18,1,0,1,136507.69,1
1569,662.0,France,Female,36,4,166909.2,2,1,0,138871.12,1
1570,758.0,France,Female,34,1,154139.45,1,1,1,60728.89,0
1571,717.0,France,Male,38,7,97459.06,1,0,0,189175.71,0
1572,611.0,France,Male,40,1,0.0,2,1,1,102547.56,0
1573,766.0,Germany,Male,43,6,112088.04,2,1,1,36706.56,0
1574,814.0,France,Female,48,7,0.0,2,1,1,132870.15,0
1575,760.0,Spain,Male,28,1,141038.57,2,0,0,16287.38,0
1576,607.0,Germany,Male,39,2,84468.67,2,1,1,121945.42,0
1577,725.0,Spain,Female,36,4,118520.26,1,0,0,131173.9,1
1578,600.0,France,Male,37,1,142663.46,1,0,1,88669.89,0
1579,656.0,Germany,Male,27,4,118627.16,2,1,1,160835.3,0
1580,640.0,Spain,Male,34,1,137523.02,1,0,0,24761.36,0
1581,549.0,France,Female,38,8,107283.4,1,0,0,157442.75,0
1582,622.0,France,Male,38,5,0.0,2,0,0,105295.77,0
1583,715.0,France,Male,34,4,124314.45,1,0,0,97782.92,0
1584,657.0,France,Female,41,5,95858.37,1,1,1,68255.88,0
1585,802.0,France,Male,33,8,0.0,2,1,0,143706.18,0
1586,793.0,Spain,Female,36,0,0.0,1,0,0,148993.47,0
1587,554.0,France,Female,35,6,117707.18,2,0,0,95277.15,1
1588,533.0,Spain,Male,38,1,135289.33,2,0,1,152956.33,0
1589,658.0,France,Male,36,8,174060.46,1,1,1,94925.62,0
1590,713.0,Germany,Male,40,3,114446.84,2,1,1,87308.18,0
1591,711.0,Spain,Male,37,2,0.0,2,1,0,83978.86,1
1592,669.0,France,Male,25,1,157848.53,1,0,0,37543.93,1
1593,439.0,France,Female,43,8,0.0,1,0,1,104889.3,0
1594,763.0,Spain,Female,37,6,0.0,2,1,1,149705.25,0
1595,697.0,Germany,Female,74,3,108071.36,2,1,1,16445.79,0
1596,629.0,Spain,Male,36,1,161757.87,2,1,1,146371.72,0
1597,823.0,France,Male,38,1,0.0,2,1,0,156603.7,0
1598,683.0,Germany,Female,35,5,95698.79,1,0,1,182566.76,0
1599,555.0,France,Male,37,9,124969.13,1,1,0,60194.05,0
1600,647.0,Germany,Male,44,4,93960.35,1,1,0,36579.53,1
1601,714.0,France,Female,51,4,88308.87,3,0,0,5862.53,1
1602,850.0,Spain,Female,39,10,0.0,2,1,1,143030.09,0
1603,713.0,France,Female,59,3,0.0,2,1,1,62700.08,0
1604,452.0,France,Male,30,7,112935.87,1,1,1,99017.34,0
1605,683.0,Spain,Female,24,8,98567.1,1,1,0,187987.01,0
1606,552.0,France,Male,33,5,140931.57,1,0,1,10921.5,0
1607,691.0,France,Male,38,7,0.0,2,0,0,81617.4,0
1608,739.0,France,Male,41,5,0.0,2,0,0,143882.25,0
1609,639.0,France,Female,50,6,115335.32,2,1,1,53130.41,0
1610,651.0,France,Female,65,0,0.0,2,1,1,190454.04,0
1611,850.0,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
1612,829.0,France,Male,38,9,0.0,2,1,0,30529.88,0
1613,579.0,Germany,Male,31,2,90547.48,2,1,1,18800.13,0
1614,510.0,France,Male,32,9,103324.78,1,1,1,46127.7,0
1615,531.0,France,Male,29,3,114590.58,1,0,0,75585.48,0
1616,633.0,Spain,Male,32,5,163340.12,2,1,1,74415.2,0
1617,714.0,Spain,Male,45,8,150900.29,2,0,1,139889.15,0
1618,604.0,Spain,Male,23,9,124577.33,1,1,1,7267.25,0
1619,630.0,Spain,Male,35,1,0.0,2,0,0,186826.22,0
1620,850.0,Spain,Female,31,4,91292.7,1,1,1,162149.07,0
1621,788.0,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
1622,798.0,France,Female,37,4,111723.08,1,1,1,83478.12,0
1623,770.0,Germany,Male,45,4,110765.68,1,1,0,26163.74,1
1624,569.0,Germany,Male,25,9,173459.45,2,1,1,44381.06,0
1625,425.0,Spain,Female,22,7,169649.73,2,0,1,136365.0,1
1626,547.0,Spain,Female,31,9,0.0,2,0,0,99294.22,0
1627,725.0,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
1628,506.0,France,Male,37,5,0.0,2,1,1,127543.81,0
1629,632.0,France,Female,36,7,0.0,2,1,1,52526.65,0
1630,620.0,France,Male,22,0,0.0,1,1,0,32589.45,0
1631,663.0,Germany,Male,32,8,130627.66,1,1,0,47161.25,1
1632,700.0,Spain,Female,46,5,56580.95,2,0,1,45424.13,0
1633,696.0,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
1634,767.0,Spain,Male,31,6,0.0,2,1,1,195668.0,0
1635,561.0,France,Male,56,7,152759.0,2,1,0,133167.11,1
1636,384.5,Germany,Male,39,0,109733.2,2,0,0,123602.11,1
1637,706.0,France,Male,54,9,117444.51,1,1,1,186238.85,0
1638,464.0,Spain,Female,34,5,76001.57,1,1,1,158668.87,0
1639,501.0,France,Female,34,3,107747.57,1,1,0,9249.36,0
1640,587.0,France,Female,36,1,134997.49,2,1,0,44688.08,0
1641,667.0,France,Female,48,2,0.0,2,1,1,148608.39,0
1642,737.0,France,Male,36,9,0.0,1,0,1,188670.9,1
1643,485.0,Spain,Female,30,7,0.0,1,1,0,107067.37,0
1644,590.0,Spain,Female,37,0,64345.21,1,0,1,61759.33,1
1645,518.0,Germany,Female,35,8,141665.63,1,0,1,192776.64,0
1646,581.0,Spain,Female,29,8,0.0,2,1,0,46735.19,0
1647,785.0,Germany,Female,33,5,136624.6,2,1,1,169117.74,0
1648,799.0,France,Female,52,4,161209.66,1,1,1,89081.41,0
1649,698.0,Spain,Male,38,10,95010.92,1,1,1,105227.86,0
1650,730.0,France,Female,41,4,167545.32,1,1,0,128246.81,0
1651,785.0,France,Female,47,9,122031.55,1,1,1,33823.5,1
1652,527.0,Spain,Female,29,2,27755.97,1,1,0,97468.44,1
1653,544.0,France,Female,29,1,118560.55,1,1,1,164137.36,0
1654,684.0,France,Male,34,9,0.0,2,1,1,65257.57,0
1655,639.0,Spain,Female,28,8,97840.72,1,1,1,178222.77,0
1656,565.0,Germany,Female,38,2,158651.29,2,1,1,179445.28,0
1657,481.0,France,Male,44,9,175303.06,1,1,0,65500.53,1
1658,731.0,Spain,Male,25,8,96950.21,1,1,0,97877.92,0
1659,607.0,France,Male,45,7,123859.6,1,0,1,113051.57,0
1660,715.0,France,Female,33,3,85227.84,1,1,1,68087.15,0
1661,656.0,France,Male,36,8,97786.08,2,0,1,21478.36,0
1662,652.0,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
1663,624.0,Spain,Male,33,6,0.0,2,0,0,76551.7,0
1664,634.0,Spain,Male,36,2,85996.19,1,1,0,15887.68,0
1665,659.0,Germany,Female,39,1,104502.11,1,1,0,20652.69,0
1666,529.0,Spain,Male,35,5,95772.97,1,1,1,112781.5,0
1667,572.0,Spain,Male,31,5,98108.79,1,0,1,119996.95,0
1668,640.0,Germany,Male,39,9,131607.28,4,0,1,6981.43,1
1669,770.0,Spain,Male,55,9,63127.41,2,1,0,185211.28,1
1670,589.0,Germany,Female,36,9,140355.56,2,1,0,136329.96,0
1671,530.0,Spain,Female,36,2,0.0,2,1,1,14721.8,0
1672,831.0,France,Male,30,2,0.0,2,0,1,3430.38,0
1673,790.0,Germany,Male,24,7,107418.27,1,0,1,160450.21,0
1674,563.0,Spain,Male,32,6,0.0,2,1,1,19720.08,0
1675,667.0,Spain,Male,39,7,167557.12,1,1,1,41183.02,0
1676,613.0,Spain,Male,34,8,117300.02,1,1,0,139410.08,0
1677,429.0,France,Male,60,7,0.0,2,1,1,163691.48,0
1678,665.0,France,Female,23,9,143672.9,1,1,1,115147.33,0
1679,731.0,France,Male,33,4,0.0,2,1,1,74945.11,0
1680,584.0,France,Female,37,1,0.0,2,1,1,180363.56,0
1681,634.0,Germany,Female,31,8,76798.92,1,0,0,196021.73,0
1682,488.0,France,Male,34,3,0.0,2,1,1,125979.36,0
1683,535.0,Spain,Female,49,7,115309.75,1,1,0,111421.77,0
1684,776.0,France,Female,29,7,178171.04,2,1,1,115818.51,0
1685,850.0,Spain,Female,38,3,0.0,2,0,1,179360.76,0
1686,673.0,Spain,Female,37,0,0.0,2,0,0,82351.06,0
1687,850.0,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
1688,570.0,France,Female,33,8,0.0,1,1,1,124641.42,0
1689,796.0,Spain,Male,67,5,0.0,2,0,1,54871.02,0
1690,773.0,Spain,Female,33,10,0.0,1,1,1,98820.09,0
1691,752.0,Spain,Male,36,2,0.0,2,1,1,45570.84,0
1692,625.0,Spain,Female,69,1,107569.96,1,1,1,182336.45,0
1693,535.0,Germany,Male,20,9,134874.4,1,1,1,118825.56,0
1694,786.0,France,Female,29,4,0.0,2,1,0,103372.79,0
1695,620.0,France,Female,67,3,0.0,2,1,1,43486.73,0
1696,605.0,Spain,Female,48,6,0.0,2,1,1,40062.99,0
1697,670.0,Spain,Female,32,3,0.0,2,1,0,46175.7,0
1698,617.0,Spain,Male,42,0,70105.87,1,1,1,120830.73,0
1699,595.0,France,Male,41,9,0.0,2,1,0,5967.09,0
1700,687.0,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
1701,757.0,Germany,Male,30,6,105128.85,2,1,1,62972.13,0
1702,746.0,Spain,Male,31,2,113836.27,1,1,1,174815.54,0
1703,503.0,Spain,Male,25,7,0.0,1,0,1,192841.13,0
1704,428.0,Germany,Female,40,3,129248.11,2,1,0,72876.43,1
1705,768.0,France,Female,28,3,109118.05,2,0,1,50911.41,0
1706,618.0,France,Male,56,7,0.0,1,1,1,142400.27,1
1707,591.0,France,Female,31,7,0.0,2,0,1,48778.46,0
1708,625.0,France,Male,36,9,108546.16,3,1,0,133807.77,1
1709,717.0,France,Male,36,2,148061.89,1,1,0,179128.69,1
1710,667.0,France,Male,44,8,122277.87,1,1,1,91810.71,0
1711,804.0,France,Male,24,3,0.0,2,1,0,173195.33,0
1712,693.0,France,Male,31,1,0.0,2,0,1,182270.88,0
1713,729.0,Germany,Male,36,8,152899.24,2,1,0,177130.33,0
1714,484.0,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
1715,632.0,Spain,Female,40,3,109740.62,1,1,0,141896.74,0
1716,655.0,Spain,Female,56,5,0.0,2,1,1,41782.7,0
1717,726.0,Germany,Male,30,5,111375.32,2,1,0,2704.09,0
1718,523.0,France,Male,39,3,0.0,2,1,0,6726.53,0
1719,728.0,Germany,Female,33,9,150412.14,2,1,0,170764.08,0
1720,701.0,France,Male,30,3,156660.72,2,1,0,45742.42,0
1721,739.0,France,Male,37,7,104960.46,1,0,1,80883.82,0
1722,531.0,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
1723,452.0,Spain,Male,44,3,88915.85,1,1,0,69697.74,0
1724,684.0,France,Male,45,6,148071.39,1,1,0,183575.01,0
1725,728.0,Germany,Male,39,6,152182.83,1,0,0,161203.6,0
1726,783.0,Spain,Male,39,9,0.0,2,1,0,143752.77,0
1727,734.0,France,Male,22,5,130056.23,1,0,0,121894.31,1
1728,648.0,Germany,Male,34,3,95039.73,2,1,1,147055.87,0
1729,688.0,France,Male,52,1,0.0,2,1,1,172033.57,0
1730,680.0,Spain,Male,35,9,0.0,2,0,0,143774.06,0
1731,516.0,France,Female,43,2,112773.73,2,1,1,139366.58,0
1732,604.0,France,Male,53,8,144453.75,1,1,0,190998.96,1
1733,624.0,Germany,Male,27,9,94667.29,2,0,1,4470.52,0
1734,623.0,France,Male,21,10,0.0,2,0,1,135851.3,0
1735,624.0,Spain,Male,51,5,174397.21,2,1,1,172372.63,0
1736,565.0,Germany,Female,58,3,108888.24,3,0,1,135875.51,1
1737,565.0,France,Male,55,4,118803.35,2,1,1,128124.7,1
1738,710.0,France,Male,54,6,171137.62,1,1,1,167023.95,1
1739,645.0,France,Male,42,6,0.0,1,0,0,149807.01,0
1740,707.0,France,Male,33,8,136678.52,1,1,0,54290.62,0
1741,655.0,Spain,Female,36,1,135515.76,1,1,0,86013.96,0
1742,705.0,Spain,Female,24,5,177799.83,2,0,0,79886.06,0
1743,384.5,Spain,Female,52,8,143542.36,3,1,0,141959.11,1
1744,578.0,Germany,Male,34,8,147487.23,2,1,0,66680.77,0
1745,612.0,France,Female,33,9,0.0,1,0,0,142797.5,1
1746,681.0,Germany,Female,48,8,139480.18,1,1,1,163581.67,0
1747,559.0,Spain,Male,25,5,0.0,2,1,1,163221.22,0
1748,488.0,Spain,Female,39,9,140553.46,1,0,0,12440.44,0
1749,717.0,France,Female,36,5,0.0,2,1,1,145551.6,0
1750,666.0,France,Female,41,10,141162.08,1,1,0,50908.48,0
1751,582.0,Spain,Male,26,4,65848.36,2,1,0,30149.21,0
1752,733.0,Spain,Female,30,0,83319.28,1,0,0,57769.2,0
1753,693.0,France,Male,41,4,0.0,2,0,0,156381.47,0
1754,694.0,France,Female,33,4,129731.64,2,1,0,178123.86,0
1755,622.0,France,Female,35,5,0.0,2,1,0,51112.8,0
1756,598.0,Spain,Female,38,6,0.0,2,0,0,173783.38,0
1757,717.0,Spain,Male,35,1,0.0,3,0,0,174770.14,1
1758,494.0,Germany,Male,37,5,107106.33,2,1,0,172063.09,0
1759,644.0,France,Male,33,8,0.0,2,1,1,155294.17,0
1760,554.0,France,Female,30,9,0.0,2,1,1,40320.3,0
1761,476.0,Spain,Female,69,1,105303.73,1,0,1,134260.34,0
1762,667.0,France,Male,28,6,165798.1,1,1,0,147090.9,0
1763,748.0,Spain,Female,40,4,0.0,2,1,0,132368.47,0
1764,531.0,Spain,Female,45,1,126495.57,2,1,1,164741.5,0
1765,719.0,Spain,Female,47,9,116393.59,1,1,0,63051.32,1
1766,845.0,Germany,Female,41,2,81733.74,2,0,0,199761.29,0
1767,563.0,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
1768,695.0,Spain,Male,28,0,96020.86,1,1,1,57992.49,0
1769,841.0,Spain,Male,41,1,0.0,2,0,1,193093.77,0
1770,626.0,Germany,Male,36,2,181671.16,2,1,1,57531.14,0
1771,613.0,France,Female,29,6,185709.28,2,1,1,77242.19,0
1772,824.0,Germany,Male,60,8,134250.17,3,0,0,153046.16,1
1773,705.0,France,Female,49,7,0.0,1,1,0,63405.2,1
1774,584.0,France,Female,44,5,95671.75,2,1,1,106564.88,0
1775,534.0,France,Male,62,2,0.0,2,0,0,42763.12,1
1776,672.0,France,Female,34,1,142151.75,2,1,1,168753.34,0
1777,603.0,France,Male,43,5,127823.93,1,1,1,19483.35,0
1778,633.0,Germany,Male,43,3,144164.29,1,1,1,158646.46,0
1779,842.0,France,Male,58,1,63492.94,1,1,1,83172.19,0
1780,661.0,France,Female,27,3,0.0,2,1,1,76889.79,0
1781,601.0,France,Male,74,2,0.0,2,0,1,51554.58,0
1782,632.0,France,Male,41,0,106134.46,1,0,1,105570.39,0
1783,684.0,Germany,Male,29,8,127269.75,1,0,1,79495.01,0
1784,785.0,Germany,Female,32,3,124493.03,2,0,1,52583.79,1
1785,687.0,France,Male,39,7,0.0,2,1,0,26848.25,0
1786,705.0,Germany,Female,43,10,146547.78,1,0,1,10072.55,1
1787,639.0,France,Male,43,6,99610.92,2,1,0,187296.78,0
1788,729.0,Germany,Male,46,5,117837.43,1,1,0,104016.61,1
1789,556.0,Spain,Female,48,8,168522.37,1,1,1,151310.16,0
1790,570.0,France,Male,32,9,117337.54,2,0,1,62810.91,0
1791,841.0,France,Male,74,9,108131.53,1,0,1,60830.38,0
1792,705.0,Germany,Male,35,4,136496.12,2,1,0,116672.02,0
1793,553.0,France,Male,32,3,116324.53,1,1,0,77304.49,0
1794,779.0,Germany,Female,40,2,75470.23,1,1,1,52894.01,0
1795,696.0,France,Male,28,4,172646.82,1,1,1,116471.43,0
1796,728.0,Spain,Female,37,4,0.0,1,0,0,4539.38,0
1797,691.0,Germany,Male,27,3,160358.68,2,1,0,142367.72,0
1798,706.0,France,Male,30,3,98415.37,1,1,1,110520.48,0
1799,627.0,Germany,Female,30,6,57809.32,1,1,0,188258.49,0
1800,716.0,Germany,Female,18,3,128743.8,1,0,0,197322.13,0
1801,501.0,Germany,Male,24,4,130806.42,2,1,0,80241.14,0
1802,601.0,France,Male,41,1,123971.16,1,0,1,172814.99,0
1803,545.0,Spain,Female,39,6,0.0,1,0,0,38410.74,1
1804,634.0,France,Male,45,9,0.0,2,0,0,17622.82,0
1805,655.0,France,Female,59,7,0.0,1,1,0,88958.49,1
1806,458.0,France,Female,39,9,0.0,2,1,0,116343.09,0
1807,520.0,France,Male,33,4,156297.58,2,1,1,166102.61,0
1808,624.0,Spain,Female,28,2,0.0,2,0,1,104353.26,0
1809,765.0,France,Male,51,3,123372.3,1,1,1,115429.32,0
1810,667.0,Germany,Female,37,5,92171.35,3,1,0,178106.34,1
1811,665.0,Spain,Male,41,8,0.0,2,1,0,132152.32,0
1812,709.0,Germany,Male,34,4,148375.19,2,1,1,21521.38,0
1813,583.0,France,Female,44,8,0.0,2,1,1,27431.62,0
1814,782.0,Spain,Male,34,6,147422.44,1,0,1,42143.61,0
1815,668.0,Spain,Female,24,7,173962.32,1,0,0,106457.11,1
1816,621.0,France,Male,47,0,0.0,1,1,1,133831.37,1
1817,579.0,Germany,Female,64,6,145215.43,1,1,1,164083.72,0
1818,547.0,France,Female,38,5,167539.97,1,0,1,159207.34,0
1819,840.0,France,Female,39,1,94968.97,1,1,0,84487.62,0
1820,723.0,France,Male,34,5,0.0,2,0,1,12092.03,0
